Frequency,M,Station,On,Off,Language,Site,TX Country,Days,Target,Power,Azimuth,Origin,Source
6110000,AM,"Nippon no Kaze""il bon ue baram""",1500,1530,Korean,Tamsui District,Taiwan,1234567,,300,352,_JCI a26 ENC,Aoki
6110000,AM,"Nippon no Kaze""il bon ue baram""",1530,1600,Korean,Tamsui District,Taiwan,1234567,,300,352,_JCI a26 ENC,Aoki
6110000,AM,Furusato no kaze,1600,1630,Japanese,Tamsui District,Taiwan,1234567,,300,352,_JCI a26 ENC,Aoki
6110000,AM,"Nippon no Kaze""il bon ue baram""",1630,1700,Korean,Tamsui District,Taiwan,1234567,,300,352,_JCI a26 ENC,Aoki
6110000,AM,Furusato no kaze,1700,1730,Japanese,Tamsui District,Taiwan,1234567,,300,352,_JCI a26 ENC-Mar.31,Aoki
6110000,,China Radio Int.,1900,2000,R,,China,,Central Asia,,,China,EiBi
6110000,,Xizang RTV,0200,0330,TB,,China,,China,,,China,EiBi
6110000,,Xizang RTV,1100,1600,TB,,China,,China,,,China,EiBi
6110000,,Xizang RTV,1600,1700,E,,China,,China,,,China,EiBi
6110000,,Xizang RTV,1700,1805,TB,,China,,China,,,China,EiBi
6110000,,Xizang RTV,2050,0200,TB,,China,,China,,,China,EiBi
6110000,,Furusato no Kaze,1600,1630,J,,Taiwan relay,,North Korea,,,Clandestine stations,EiBi
6110000,,Furusato no Kaze,1700,1730,J,,Taiwan relay,,North Korea,,,Clandestine stations,EiBi
6110000,,Nippon no Kaze,1500,1530,K,,Taiwan relay,,North Korea,,,Clandestine stations,EiBi
6110000,,Nippon no Kaze,1530,1600,K,,Taiwan relay,,North Korea,,,Clandestine stations,EiBi
6110000,,Nippon no Kaze,1630,1700,K,,Taiwan relay,,North Korea,,,Clandestine stations,EiBi
6110000,,Fana Broadcasting Corp.,0255,2101,AH,,Ethiopia,,East Africa,,,Ethiopia,EiBi
6110000,AM,China National Radio,1100,1805,Tibetan,Lhasa,China,1234567,,100,220,China,HFCC
6110000,AM,Encompass Digital Media Services,1500,1530,Korean,Taipei,China,1234567,,300,352,China,HFCC
6110000,AM,Encompass Digital Media Services,1530,1600,Korean,Taipei,China,1234567,,300,352,China,HFCC
6110000,AM,Encompass Digital Media Services,1600,1630,Japanese,Taipei,China,1234567,,300,352,China,HFCC
6110000,AM,Encompass Digital Media Services,1630,1700,Korean,Taipei,China,1234567,,300,352,China,HFCC
6110000,AM,China Radio International,1900,2000,Russian,Xian,China,1234567,,500,292,China,HFCC
6110000,AM,China National Radio,2050,0330,Tibetan,Lhasa,China,1234567,,100,220,China,HFCC
6115000,AM,RADIO NIKKEI 2,0000,0745,Japanese,Chiba-Nagara,Japan,17,,50,50,RNIKKEI  JOZ5,Aoki
6115000,AM,RADIO NIKKEI 2,2300,1000,Japanese,Chiba-Nagara,Japan,.23456.,,50,50,RNIKKEI  JOZ5,Aoki
6115000,,Rádio Voz Missionária,0000,2400,P,,Brasil,spur,Brasil,,,Brasil,EiBi
6115000,,Radio Congo,1600,1800,KT,,Congo,irr,Central Africa,,,Congo,EiBi
6115000,,Radio Congo,1800,1900,F,,Congo,irr,Central Africa,,,Congo,EiBi
6115000,,Radio SE-TA2,0750,0900,D,,Germany,6Apr,Europe,,,Germany,EiBi
6115000,,Radio SE-TA2,0800,1000,D,,Germany,4May,Europe,,,Germany,EiBi
6115000,,Radio SE-TA2,1000,1200,D,,Germany,SaSu,Europe,,,Germany,EiBi
6115000,,Radio Nikkei 2,0000,0800,J,,Japan,,Far East,,,Japan,EiBi
6115000,,Radio Nikkei 2,0800,1000,J,,Japan,Mo-Fr,Far East,,,Japan,EiBi
6115000,,Radio Nikkei 2,2300,2400,J,,Japan,Su-Th,Far East,,,Japan,EiBi
6115000,AM,"WNQM, Inc.",0100,0200,English,"Nashville, TN",United States,1234567,,100,90,United States,HFCC
6115000,AM,"WNQM, Inc.",0100,0200,English,"Nashville, TN",United States,1234567,,100,90,United States,HFCC
6115000,AM,"WNQM, Inc.",0100,0200,English,"Nashville, TN",United States,1234567,,100,90,United States,HFCC
6115000,AM,"WNQM, Inc.",0200,2100,English,"Nashville, TN",United States,1234567,,100,40,United States,HFCC
6115000,AM,"WNQM, Inc.",0200,2100,English,"Nashville, TN",United States,1234567,,100,40,United States,HFCC
6115000,AM,"WNQM, Inc.",0200,2100,English,"Nashville, TN",United States,1234567,,100,40,United States,HFCC
6115000,AM,SE-TA 2 (Germany),1000,1200,German,Hartenstein Saxony,Germany,17,,1,0,Germany,HFCC
6115000,AM,"WNQM, Inc.",2100,0100,English,"Nashville, TN",United States,1234567,,100,46,United States,HFCC
6115000,AM,"WNQM, Inc.",2100,0100,English,"Nashville, TN",United States,1234567,,100,46,United States,HFCC
6115000,AM,"WNQM, Inc.",2100,0100,English,"Nashville, TN",United States,1234567,,100,46,United States,HFCC
6115000,AM,Nihon Short-wave Broadc. Co.,2300,1000,Japanese,Tokyo Nagara,Japan,1234567,,50,50,Japan,HFCC
6115000,AM,Nihon Short-wave Broadc. Co.,2300,1000,Japanese,Tokyo Nagara,Japan,1234567,,50,230,Japan,HFCC
6120000,AM,PBS Xinjiang,2315,0303,Uyghur,Urumqi,TKS,1234567,,100,ND,XJBS=9560 a26,Aoki
6120000,AM,PBS Xinjiang,1203,1400,Uyghur,Urumqi,TKS,1234567,,100,ND,XJBS a26,Aoki
6120000,AM,PBS Xinjiang (CNR13),1400,1430,Uyghur,Urumqi,TKS,1234567,,100,ND,XJBS a26,Aoki
6120000,AM,PBS Xinjiang,1430,1800,Uyghur,Urumqi,TKS,1234567,,100,ND,XJBS a26,Aoki
6120000,AM,R.FRANCE INT. DRM 1000,0000,2400,French,Issoudun,France,1234567,,100,205,RFI TDF DRM a26,Aoki
6120000,,PBS Xinjiang,0200,0300,UI,,China,,China,,,China,EiBi
6120000,,PBS Xinjiang,1200,1400,UI,,China,,China,,,China,EiBi
6120000,,PBS Xinjiang,1400,1800,UI,,China,,China,,,China,EiBi
6120000,,PBS Xinjiang,2300,0200,UI,,China,,China,,,China,EiBi
6120000,,PBS Xinjiang,2310,0300,UI,,China,,China,,,China,EiBi
6120000,,TDF DIGITAL,0530,0630,F,,France,irr,Africa,,,France,EiBi
6120000,,Radio Blacksmith Knoll,0000,2400,FI,,Finland,SaSu,North Europe,,,Finland,EiBi
6120000,AM,China National Radio,1203,1800,Uighur,Urumqi,China,1234567,,100,0,China,HFCC
6120000,AM,China National Radio,2330,0303,Uighur,Urumqi,China,1234567,,100,0,China,HFCC
6125000,AM,CNR 1 Voice of China,1000,1805,Chinese,Beijing 572,China,1234567,,100,37,CNR1 a26,Aoki
6125000,AM,CNR 1 Voice of China,1100,1805,Chinese,Shijiazhuang 723,China,1234567,,100,217,CNR1 a26 Apr.14-off,Aoki
6125000,AM,CNR 1 Voice of China,2025,2300,Chinese,Beijing 572,China,1234567,,100,37,CNR1=9675 a26,Aoki
6125000,AM,CNR 1 Voice of China,2025,2300,Chinese,Shijiazhuang 723,China,1234567,,100,217,CNR1=17595 a26,Aoki
6125000,,China National Radio 1,1000,1805,M,,China,,China,,,China,EiBi
6125000,,China National Radio 1,1000,1805,M,,China,,China,,,China,EiBi
6125000,,China National Radio 1,1100,1805,M,,China,,China,,,China,EiBi
6125000,,China National Radio 1,2023,2300,M,,China,,China,,,China,EiBi
6125000,,China National Radio 1,2023,2300,M,,China,,China,,,China,EiBi
6125000,,China National Radio 1,2023,2400,M,,China,,China,,,China,EiBi
6125000,AM,China National Radio,1000,1805,Chinese,Beijing,China,1234567,,100,37,China,HFCC
6125000,AM,China National Radio,1100,1805,Chinese,Shijiazhuang,China,1234567,,100,217,China,HFCC
6125000,AM,China National Radio,2025,2300,Chinese,Shijiazhuang,China,1234567,,100,217,China,HFCC
6125000,AM,China National Radio,2025,2300,Chinese,Beijing,China,1234567,,100,37,China,HFCC
6130000,AM,PBS Xizang,2050,2300,Tibetan,Lhasa-Baiding 602,TIB,124567,,100,290,CTB a26,Aoki
6130000,AM,PBS Xizang,2100,2300,Tibetan,Lhasa-Baiding 602,TIB,3,,100,290,CTB a26,Aoki
6130000,AM,PBS Xizang,2300,2400,Tibetan,Lhasa-Baiding 602,TIB,1234567,,100,290,CTB a26,Aoki
6130000,AM,PBS Xizang,0000,0700,Tibetan,Lhasa-Baiding 602,TIB,1234567,,100,290,CTB a26,Aoki
6130000,AM,PBS Xizang,0700,0800,English,Lhasa-Baiding 602,TIB,124567,,100,290,CTB a26,Aoki
6130000,AM,PBS Xizang,0800,1000,Tibetan,Lhasa-Baiding 602,TIB,124567,,100,290,CTB a26,Aoki
6130000,AM,PBS Xizang,1000,1600,Tibetan,Lhasa-Baiding 602,TIB,1234567,,100,290,CTB a26,Aoki
6130000,AM,PBS Xizang,1600,1700,English,Lhasa-Baiding 602,TIB,1234567,,100,290,CTB a26,Aoki
6130000,AM,PBS Xizang (CNR11),1700,1805,Tibetan,Lhasa-Baiding 602,TIB,1234567,,100,290,CTB a26,Aoki
6130000,AM,Radio Europe Netherlands,0000,2400,English,Alphen aan den Rijn,The Netherlands,1234567,,1,ND,EUR b25,Aoki
6130000,,Xizang RTV,0200,0700,TB,,China,,China,,,China,EiBi
6130000,,Xizang RTV,0700,0800,E,,China,We-Mo,China,,,China,EiBi
6130000,,Xizang RTV,0800,1000,TB,,China,We-Mo,China,,,China,EiBi
6130000,,Xizang RTV,1000,1600,TB,,China,,China,,,China,EiBi
6130000,,Xizang RTV,1600,1700,E,,China,,China,,,China,EiBi
6130000,,Xizang RTV,1700,1805,TB,,China,,China,,,China,EiBi
6130000,,Xizang RTV,2050,0200,TB,,China,,China,,,China,EiBi
6130000,,Radio Europe,0000,2400,NL,,The Netherlands,,West Europe,,,The Netherlands,EiBi
6130000,AM,Radio Europe Netherlands,0000,2400,Dutch,Alphen aan den Rijn,Netherlands,1234567,,2,0,Netherlands,HFCC
6130000,AM,Broadcasting Serv. of the Kingdom of Saudi Arabia,1500,1800,Arabic,Jeddah,Saudi Arabia,1234567,,250,50,Saudi Arabia,HFCC
6130000,AM,Media Broadcast GmbH,1700,1900,Multiple languages,Nauen,Germany,1,,100,100,Germany,HFCC
6130000,AM,China National Radio,2050,1805,Tibetan,Lhasa,China,1234567,,100,290,China,HFCC
6135000,AM,BBC,0529,0600,Hausa,Ascension,Ascension Island,1234567,,125,65,BBC a26,Aoki
6135000,AM,R.Madagasikara,0500,1500,Malagasy,Antananarivo,Madagascar,1234567,,30,ND,RTM,Aoki
6135000,AM,R.Santa Cruz,1100,0200,Spanish,Santa Cruz,Bolivia,1234567,,10,ND,Santa,Aoki
6135000,,Rádio Scalla FM,0000,2400,P,,Brasil,irr,Brasil,,,Brasil,EiBi
6135000,,BBC,0530,0600,HA,,Ascension Island relay,,West Africa,,,United Kingdom,EiBi
6135000,,RNZ Pacific,1651,1758,E,,New Zealand,,Oceania,,,New Zealand,EiBi
6135000,,RNZ Pacific,1710,1720,COK,,New Zealand,Mo-Fr,Oceania,,,New Zealand,EiBi
6135000,AM,Korean Broadcasting System,0000,2400,Korean,HwaSung,Korea (Rep. of),1234567,,10,0,Korea (Rep. of),HFCC
6135000,AM,BBC Worldservice,0529,0600,Hausa,Ascension,United Kingdom,1234567,,125,65,United Kingdom,HFCC
6135000,AM,Radio New Zealand,1645,1900,English,Rangitaiki,New Zealand,123457,,35,35,New Zealand,HFCC
6140000,AM,CHINA RADIO INTERNATIONAL,1700,1800,English,Kashi-Saibagh 2022,TKS,1234567,,100,173,CRI a26,Aoki
6140000,AM,CHINA RADIO INTERNATIONAL,2200,2257,Chinese,Kunming-Anning 501,China,1234567,,100,225,CRI a26,Aoki
6140000,AM,CHINA RADIO INTERNATIONAL,2300,2357,Cantonese,Kunming-Anning 501,China,1234567,,100,225,CRI a26,Aoki
6140000,AM,KCBS Pyongyang DRM,1950,1800,Korean(Digital),Pyongyang,North Korea,1234567,,100,ND,KCBS b25,Aoki
6140000,AM,Radio Gloria,0600,1700,Dutch,Junglinster,Luxembourg,1234567,,1,ND,RON b25,Aoki
6140000,AM,Radio Onda,1700,1900,Dutch,Junglinster,Luxembourg,1234567,,1,ND,RON b25,Aoki
6140000,AM,Radio Augusta International,1900,2100,Dutch,Junglinster,Luxembourg,1234567,,1,ND,CTI b25,Aoki
6140000,,Radio Onda,1500,2200,F,,Luxembourg relay,,Europe,,,Belgium,EiBi
6140000,,China Radio Int.,1700,1800,E,,China,,South Asia,,,China,EiBi
6140000,,China Radio Int.,2200,2300,M,,China,,South East Asia,,,China,EiBi
6140000,,China Radio Int.,2300,2400,CA,,China,,South East Asia,,,China,EiBi
6140000,,Radio Augusta Int.,1800,2000,E,,Luxembourg relay,,West Europe,,,Ivory Coast,EiBi
6140000,,KCBS DIGITAL,1950,1400,K,,North Korea,,North Korea,,,North Korea,EiBi
6140000,,Radio Gloria,0500,1500,D,,Luxembourg relay,,Europe,,,Switzerland,EiBi
6140000,,Radio Slovakia Int.,1330,1400,D,,Luxembourg relay,,Europe,,,Slovakia,EiBi
6140000,AM,Radio Onda ASBL,0000,2400,Portuguese,Junglinster,Luxembourg,1234567,,1,0,Luxembourg,HFCC
6140000,AM,Media Broadcast GmbH,0800,0900,Multiple languages,Nauen,Germany,1,,100,240,Germany,HFCC
6140000,AM,Media Broadcast GmbH,0800,0900,German,Nauen,Germany,1,,100,240,Germany,HFCC
6140000,AM,Radio Russia,1600,2100,Russian,Irkutsk,Russia,1234567,,250,272,Russia,HFCC
6140000,AM,China Radio International,1700,1800,English,Kashi,China,1234567,,100,173,China,HFCC
6140000,AM,For new organization,1800,1830,Multiple languages,Sofia,Bulgaria,1234567,,250,100,Bulgaria,HFCC
6140000,AM,China Radio International,2200,2300,Standard Chinese,Kunming,China,1234567,,100,225,China,HFCC
6140000,AM,China Radio International,2300,2400,Cantonese,Kunming,China,1234567,,100,225,China,HFCC
6145000,AM,R.Juan XXIII,1100,1300,Spanish,San Ignacio de Velasco,Bolivia,1234567,,,,a26,Aoki
6145000,AM,R.Juan XXIII,2100,2300,Spanish,San Ignacio de Velasco,Bolivia,1234567,,,,a26,Aoki
6145000,AM,CNR 1 Jamming,1400,1700,Chinese,Baoji-Sifangshan 724,China,1234567,,100,150,CNR1 Jam.a26,Aoki
6145000,AM,PBS Qinghai,0600,0900,Chinese,Xining,China,12.4567,,50,270,QHTB a22,Aoki
6145000,AM,PBS Qinghai,0900,1600,Chinese,Xining,China,1234567,,50,270,QHTB a22,Aoki
6145000,AM,PBS Qinghai,2100,0600,Chinese,Xining,China,1234567,,50,270,QHTB a22,Aoki
6145000,AM,R.TAIWAN INT.,1400,1530,Chinese,Kouhu,Taiwan,17,,100,310,CBSM a26//6075,Aoki
6145000,AM,R.TAIWAN INT.,1400,1700,Chinese,Kouhu,Taiwan,23456,,100,310,CBSM a26//6075,Aoki
6145000,,Radio Betania,1100,1300,S,,Bolivia,,Bolivia,,,Bolivia,EiBi
6145000,,Radio Betania,2100,2300,S,,Bolivia,,Bolivia,,,Bolivia,EiBi
6145000,,China National Radio 1,1400,1700,M,,China,,China,,,China,EiBi
6145000,,China National Radio 17,1500,1805,KZ,,China,,China,,,China,EiBi
6145000,,China National Radio 17,1520,1530,"E,R",,China,Mo-Fr,China,,,China,EiBi
6145000,,China National Radio 17,1720,1730,"E,R",,China,Mo-Fr,China,,,China,EiBi
6145000,,PBS Qinghai,0600,0900,M,,China,We-Mo,China,,,China,EiBi
6145000,,PBS Qinghai,0900,1600,M,,China,,China,,,China,EiBi
6145000,,PBS Qinghai,2200,0600,M,,China,,China,,,China,EiBi
6145000,,KBS World Radio,1900,2000,F,,United Kingdom relay,,Europe,,,South Korea,EiBi
6145000,,Radio Taiwan Int.,1400,1500,M,,Taiwan,,China,,,Taiwan,EiBi
6145000,,Radio Taiwan Int.,1500,1600,M,,Taiwan,,China,,,Taiwan,EiBi
6145000,,Radio Taiwan Int.,1600,1700,M,,Taiwan,,China,,,Taiwan,EiBi
6145000,AM,Media Broadcast GmbH,0000,0200,Dutch / English,Nauen,Germany,1,,125,300,Germany,HFCC
6145000,AM,Japan International Communications,1300,1400,Multiple languages,Tokyo Yamata,Japan,1234567,,300,290,Japan,HFCC
6145000,AM,Japan International Communications,1400,1500,Multiple languages,Tokyo Yamata,Japan,1234567,,300,290,Japan,HFCC
6145000,AM,China National Radio,1400,1700,Chinese,Baoji,China,1234567,,100,150,China,HFCC
6145000,AM,Japan International Communications,1500,1505,Multiple languages,Tokyo Yamata,Japan,1234567,,300,290,Japan,HFCC
6145000,AM,Japan International Communications,1555,1600,Multiple languages,Tokyo Yamata,Japan,1234567,,300,290,Japan,HFCC
6145000,AM,Japan International Communications,1600,1700,Multiple languages,Tokyo Yamata,Japan,1234567,,300,290,Japan,HFCC
6145000,AM,Korean Broadcasting System,1900,2000,French,Woofferton,United Kingdom,1234567,,250,114,United Kingdom,HFCC
6145000,AM,Abu Dhabi Media Company,2000,2100,Arabic,Dhabayya,United Arab Emirates,1234567,,250,285,United Arab Emirates,HFCC
6145000,AM,China National Radio,2200,1600,Chinese,Xining,China,1234567,,50,270,China,HFCC
6150000,AM,BBC,1700,1800,Dari,Al Seela,Oman,1234567,,250,63,BBC a26,Aoki
6150000,AM,BBC,1800,1900,Pashto,Al Seela,Oman,1234567,,250,63,BBC a26,Aoki
6150000,AM,Europa 24,0700,1700,German,Datteln,Germany,1234567,,2.5,ND,E24/FNA b25,Aoki
6150000,AM,R.TAIWAN INT.,1100,1200,Chinese,Kouhu,Taiwan,1234567,,100,267,RTI a26,Aoki
6150000,AM,R.TAIWAN INT.,1200,1300,Amoy,Kouhu,Taiwan,1234567,,100,267,RTI a26,Aoki
6150000,,CNR1 Jammer/Firedrake,1100,1200,M,,China,,Far East,,,China,EiBi
6150000,,Europa24,0400,0600,D,,Germany,irr,Europe,,,Germany,EiBi
6150000,,Europa24,0600,1600,D,,Germany,,Europe,,,Germany,EiBi
6150000,,Europa24,0700,1500,D,,Germany,,Europe,,,Germany,EiBi
6150000,,BBC,1700,1800,DR,,Oman relay,,Afghanistan,,,United Kingdom,EiBi
6150000,,BBC,1800,1900,PS,,Oman relay,,Afghanistan,,,United Kingdom,EiBi
6150000,,Radio Taiwan Int.,1100,1200,M,,Taiwan,,Far East,,,Taiwan,EiBi
6150000,,Radio Taiwan Int.,1200,1300,AM,,Taiwan,,Far East,,,Taiwan,EiBi
6150000,AM,Korean Broadcasting System,0700,0800,Korean,Kimjae,Korea (Rep. of),1234567,,250,304,Korea (Rep. of),HFCC
6150000,AM,Europa 24 (Germany),0700,1500,Multiple languages,Datteln,Germany,1234567,,15,0,Germany,HFCC
6150000,AM,China National Radio,1100,1200,Chinese,Baoji,China,1234567,,100,150,China,HFCC
6150000,AM,Korean Broadcasting System,1600,1700,Korean,Kimjae,Korea (Rep. of),1234567,,250,304,Korea (Rep. of),HFCC
6150000,AM,BBC Worldservice,1700,1800,Dari,A'Seela,Oman,1234567,,250,63,Oman,HFCC
6150000,AM,Abu Dhabi Media Company,1800,1830,Tigrinya,Dhabayya,United Arab Emirates,1,,250,215,United Arab Emirates,HFCC
6150000,AM,BBC Worldservice,1800,1900,Pushto,A'Seela,Oman,1234567,,250,63,Oman,HFCC
6150000,AM,Japan International Communications,1950,2050,Multiple languages,Tokyo Yamata,Japan,1234567,,300,290,Japan,HFCC
6150100,,Rádio Saturno,0000,2400,P,,Brasil,,Brasil,,,Brasil,EiBi
6155000,AM,CHINA RADIO INTERNATIONAL,1400,1500,Russian,Kashi-Saibagh 2022,TKS,1234567,,100,ND,CRI a26,Aoki
6155000,AM,CHINA RADIO INTERNATIONAL,1500,1600,Chinese,Beijing 572,China,1234567,,500,215,CRI a26,Aoki
6155000,AM,KBS WORLD RADIO,0800,1000,Japanese,Kimjae,South Korea,1234567,,100,ND,KBS a26,Aoki
6155000,,China Radio Int.,1400,1500,R,,China,,Central Asia,,,China,EiBi
6155000,,China Radio Int.,1500,1600,M,,China,,South East Asia,,,China,EiBi
6155000,,CNR 2 China Business R.,2055,0100,M,,China,,China,,,China,EiBi
6155000,,Furusato no Kaze,1700,1730,J,,Taiwan relay,,North Korea,,,Clandestine stations,EiBi
6155000,,Nippon no Kaze,1630,1700,K,,Taiwan relay,,North Korea,,,Clandestine stations,EiBi
6155000,,KBS World Radio,0800,0900,J,,South Korea,,Far East,,,South Korea,EiBi
6155000,,KBS World Radio,0900,1000,J,,South Korea,,Far East,,,South Korea,EiBi
6155000,AM,Korean Broadcasting System,0800,1100,Japanese,Kimjae,Korea (Rep. of),1234567,,100,0,Korea (Rep. of),HFCC
6155000,AM,Radio Russia,1200,1400,Russian,Irkutsk,Russia,1234567,,100,110,Russia,HFCC
6155000,AM,China Radio International,1400,1500,Russian,Geermu,China,1234567,,100,287,China,HFCC
6155000,AM,China Radio International,1500,1600,Standard Chinese,Beijing,China,1234567,,500,215,China,HFCC
6155000,AM,Abu Dhabi Media Company,1900,2000,English,Dhabayya,United Arab Emirates,1234567,,250,220,United Arab Emirates,HFCC
6160000,AM,CHINA RADIO INTERNATIONAL,2300,2357,English,Kashi-Saibagh 2022,TKS,1234567,,100,174,CRI a26,Aoki
6160000,AM,R.Boa Ventade,1000,2300,Portuguese,Porto Alegre,Brasil,1234567,,10,ND,ZYE854,Aoki
6160000,AM,Shortwave Radio Gold,0700,1700,English,Winsen,Germany,1234567,,1,ND,FNA b25,Aoki
6160000,AM,Shortwave Radio Gold,1700,2200,English,Winsen,Germany,1234567,,1,ND,FNA b25,Aoki
6160000,AM,Shortwave Radio Gold WOR,1730,1800,English,Winsen,Germany,7,,1,ND,FNA b25,Aoki
6160000,AM,Shortwave Radio Gold WOR,1930,2000,English,Winsen,Germany,34,,1,ND,FNA b25,Aoki
6160000,AM,Shortwave Radio Gold WOR,2130,2200,English,Winsen,Germany,1,,1,ND,FNA b25,Aoki
6160000,AM,WBCQ Allan and Angela Worldwide,0000,0100,English,Monticello,USA,7,,50,245,WBCQ3 b25,Aoki
6160000,AM,WBCQ Amateur Radio Roundtable,0130,0330,English,Monticello,USA,4,,50,245,WBCQ3 b25,Aoki
6160000,AM,WBCQ Area 61 Old Time,2300,0100,English,Monticello,USA,2345,,50,245,WBCQ3 b25,Aoki
6160000,AM,WBCQ Area 61 Old Time,2300,2400,English,Monticello,USA,6,,50,245,WBCQ3 b25,Aoki
6160000,AM,WBCQ Free Radio Skybird,0230,0300,English,Monticello,USA,2,,50,245,WBCQ3 b25,Aoki
6160000,AM,WBCQ Hal Turner Show,0100,0200,English,Monticello,USA,34567,,50,245,WBCQ3 b25,Aoki
6160000,AM,WBCQ Herald of Truth,0300,0400,English,Monticello,USA,2,,50,245,WBCQ3 b25,Aoki
6160000,AM,WBCQ Hobart Radio International,2230,2300,English,Monticello,USA,1,,50,245,WBCQ3 b25,Aoki
6160000,AM,WBCQ Radio for Peace Internation,0200,0300,English,Monticello,USA,6,,50,245,WBCQ3 RFPI b25,Aoki
6160000,AM,WBCQ Radio New York Internationa,0000,0300,English,Monticello,USA,2,,50,245,WBCQ3 b25,Aoki
6160000,AM,WBCQ Radio Timtron Worldwide,2300,2400,English,Monticello,USA,17,,50,245,WBCQ3 b25,Aoki
6160000,AM,WBCQ The Overcomer Ministry,0200,2300,English,Monticello,USA,.23456.,,50,245,WBCQ3 TOM b25,Aoki
6160000,AM,WBCQ The Overcomer Ministry,0400,2300,English,Monticello,USA,17,,50,245,WBCQ3 TOM b25,Aoki
6160000,AM,WBCQ World of Radio,0300,0330,English,Monticello,USA,2,,50,245,WBCQ3 b25,Aoki
6160000,,China Radio Int.,2300,2400,E,,China,,South Asia,,,China,EiBi
6160000,,Shortwave Radio Gold,0700,1500,"D,E",,Germany,Fr-Su,West Europe,,,Germany,EiBi
6160000,,Shortwave Radio Gold,0800,1600,"D,E",,Germany,Mo-Fr,West Europe,,,Germany,EiBi
6160000,,Shortwave Radio Gold,0800,1600,"D,E",,Germany,SaSu,West Europe,,,Germany,EiBi
6160000,,Shortwave Radio Gold,1500,2200,"D,E",,Germany,,West Europe,,,Germany,EiBi
6160000,,Shortwave Radio Gold,1600,1800,"D,E",,Germany,,West Europe,,,Germany,EiBi
6160000,,WBCQ The Planet,0000,0100,E,,USA,Sa,North Americas,,,USA,EiBi
6160000,AM,Shortwave Radio Services (Germany),0000,2400,Multiple languages,Winsen,Germany,1234567,,5,0,Germany,HFCC
6160000,AM,Allan H. Weiner,0000,2400,English,"Monticello, ME",United States,1234567,,50,245,United States,HFCC
6160000,AM,China Radio International,2300,2400,English,Kashi,China,1234567,,100,174,China,HFCC
6165000,AM,CHINA RADIO INTERNATIONAL,1600,1657,Turkish,Urumqi Hutubi 201,TKS,1234567,,500,270,CRI a26,Aoki
6165000,AM,CHINA RADIO INTERNATIONAL,1700,1757,English,Beijing 572,China,1234567,,500,288,CRI a26,Aoki
6165000,AM,CNR 6,0900,1100,Hakka,Beijing 491,China,1234567,,100,163,CNR6 a26,Aoki
6165000,AM,CNR 6,1100,1605,Chinese,Beijing 491,China,1234567,,100,163,CNR6 a26,Aoki
6165000,AM,CNR 6,2155,2200,Chinese,Beijing 491,China,1234567,,100,163,CNR6 a26,Aoki
6165000,AM,CNR 6,2200,0100,Amoy,Beijing 491,China,1234567,,100,163,CNR6=11905 a26,Aoki
6165000,AM,NHK WORLD RADIO JAPAN,0430,0450,Russian,Nauen,Germany,1234567,,125,85,NHK a26,Aoki
6165000,AM,Thazin Radio,0030,0130,Sgaw Karen,Naypyidaw,MMR,1234567,,50,356,MRMS,Aoki
6165000,AM,Thazin Radio,0230,0330,Mon,Naypyidaw,MMR,1234567,,50,356,MRMS,Aoki
6165000,AM,Thazin Radio,0930,1430,Burmese,Naypyidaw,MMR,1234567,,50,356,MRMS,Aoki
6165000,AM,Thazin Radio,1430,1500,English,Naypyidaw,MMR,1234567,,50,356,MRMS,Aoki
6165000,AM,Thazin Radio,2330,0030,Chin,Naypyidaw,MMR,1234567,,50,356,MRMS,Aoki
6165000,AM,Voice of Vietnam 4,0130,0200,Dao,Hanoi-Xuan Mai,Vietnam,1234567,,50,ND,VOV 4,Aoki
6165000,AM,Voice of Vietnam 4,1230,1330,Hmong,Hanoi-Xuan Mai,Vietnam,1234567,,50,ND,VOV 4,Aoki
6165000,AM,Voice of Vietnam 4,1330,1400,Dao,Hanoi-Xuan Mai,Vietnam,1234567,,50,ND,VOV 4,Aoki
6165000,AM,Voice of Vietnam 4,2150,2230,Hmong,Hanoi-Xuan Mai,Vietnam,1234567,,50,ND,VOV 4,Aoki
6165000,AM,Voice of Vietnam 4,2230,2300,Dao,Hanoi-Xuan Mai,Vietnam,1234567,,50,ND,VOV 4,Aoki
6165000,AM,VOICE OF TURKEY,0300,0355,English,Emirler,Turkey,1234567,,500,138,TRT a26,Aoki
6165000,,China National Radio 6,0000,0100,AM,,China,,Taiwan,,,China,EiBi
6165000,,China National Radio 6,0900,1100,HK,,China,,Taiwan,,,China,EiBi
6165000,,China National Radio 6,1100,1200,M,,China,,Taiwan,,,China,EiBi
6165000,,China National Radio 6,1200,1605,M,,China,,Taiwan,,,China,EiBi
6165000,,China National Radio 6,2155,2400,AM,,China,,Taiwan,,,China,EiBi
6165000,,China Radio Int.,1600,1700,TU,,China,,Middle East,,,China,EiBi
6165000,,China Radio Int.,1700,1800,E,,China,,Middle East,,,China,EiBi
6165000,,NHK Radio Japan,0430,0450,R,,Germany relay,,East Europe,,,Japan,EiBi
6165000,,Shiokaze,1300,1330,J,,Japan,156,North Korea,,,Japan,EiBi
6165000,,Shiokaze,1300,1400,E,,Japan,We,North Korea,,,Japan,EiBi
6165000,,Shiokaze,1300,1400,J,,Japan,Su,North Korea,,,Japan,EiBi
6165000,,Shiokaze,1300,1400,K,,Japan,"Tu,Th",North Korea,,,Japan,EiBi
